"","PassengerId","HomePlanet","CryoSleep","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Transported","PassengerGroup","PassengerNumInGroup","CabinPlatform","CabinNumber","CabinSide","amountSpent"
"1215","1292_02","Europa",FALSE,"TRAPPIST-1e",43,FALSE,105,368,268,842,13,TRUE,"1292","02","B",55,"S",1596
"1216","1293_01","Earth",FALSE,"TRAPPIST-1e",20,FALSE,213,0,177.691390728477,0,584,FALSE,"1293","01","F",261,"P",974.691390728477
"1217","1294_01","Europa",TRUE,"TRAPPIST-1e",28,FALSE,0,0,0,0,0,TRUE,"1294","01","A",14,"S",0
"1218","1294_02","Europa",TRUE,"PSO J318.5-22",30,FALSE,0,0,0,0,0,TRUE,"1294","02","A",14,"S",0
"1219","1294_03","Europa",FALSE,"TRAPPIST-1e",28,TRUE,366.129032258065,0,247.554347826087,0,0,FALSE,"1294","03","A",14,"S",613.683380084152
"1221","1299_01","Earth",FALSE,"TRAPPIST-1e",22,FALSE,0,0,675,5,0,TRUE,"1299","01","F",250,"S",680
"1222","1300_01","Earth",FALSE,"55 Cancri e",27,FALSE,1,299,1,380,13,FALSE,"1300","01","F",251,"S",694
"1223","1302_01","Mars",FALSE,"55 Cancri e",22,FALSE,218,50,4817,146,256,TRUE,"1302","01","D",45,"S",5487
"1224","1304_01","Earth",TRUE,"55 Cancri e",2,FALSE,0,0,0,0,0,TRUE,"1304","01","E",82,"P",0
"1225","1304_02","Earth",FALSE,"TRAPPIST-1e",4,FALSE,0,0,0,0,0,FALSE,"1304","02","E",82,"P",0
"1226","1304_03","Earth",FALSE,"TRAPPIST-1e",10,FALSE,0,0,177.691390728477,0,0,FALSE,"1304","03","E",82,"P",177.691390728477
"1227","1304_04","Earth",FALSE,"TRAPPIST-1e",9,FALSE,0,0,0,0,0,TRUE,"1304","04","E",82,"P",0
"1228","1304_05","Earth",TRUE,"TRAPPIST-1e",37,FALSE,0,0,0,0,0,FALSE,"1304","05","E",82,"P",0
"1229","1304_06","Earth",FALSE,"PSO J318.5-22",2,FALSE,0,0,0,0,0,TRUE,"1304","06","E",82,"P",0
"1230","1306_01","Europa",FALSE,"TRAPPIST-1e",44,FALSE,0,3863,1,1010,514,TRUE,"1306","01","B",56,"S",5388
"1231","1306_02","Europa",FALSE,"55 Cancri e",11,FALSE,0,0,0,0,0,TRUE,"1306","02","B",56,"S",0
"1232","1307_01","Earth",TRUE,"TRAPPIST-1e",22,FALSE,0,0,0,0,0,FALSE,"1307","01","G",193,"P",0
"1234","1308_02","Europa",FALSE,"55 Cancri e",30,FALSE,278,3300,0,8145,2519,FALSE,"1308","02","E",94,"S",14242
"1235","1308_03","Europa",FALSE,"55 Cancri e",37,FALSE,0,439,0,3198,6,FALSE,"1308","03","E",94,"S",3643
"1236","1308_04","Europa",TRUE,"55 Cancri e",26,FALSE,0,0,0,0,0,TRUE,"1308","04","E",94,"S",0
"1237","1309_01","Earth",FALSE,"TRAPPIST-1e",19,FALSE,0,4,109,0,671,TRUE,"1309","01","F",264,"P",784
"1238","1310_01","Europa",FALSE,"TRAPPIST-1e",57,FALSE,0,987,1,4948,53,FALSE,"1310","01","C",52,"S",5989
"1239","1311_01","Mars",FALSE,"Unknown",1,FALSE,0,0,0,0,0,TRUE,"1311","01","F",265,"P",0
"1240","1311_02","Mars",FALSE,"TRAPPIST-1e",17,FALSE,948,47,292,0,0,FALSE,"1311","02","F",265,"P",1287
"1241","1311_03","Mars",FALSE,"TRAPPIST-1e",26,FALSE,1946,4,4,0,623,FALSE,"1311","03","D",43,"P",2577
"1242","1312_01","Earth",TRUE,"55 Cancri e",21,FALSE,0,0,0,0,0,TRUE,"1312","01","G",194,"P",0
"1243","1316_01","Europa",TRUE,"TRAPPIST-1e",28,FALSE,0,0,0,0,0,TRUE,"1316","01","E",95,"S",0
"1244","1316_02","Europa",FALSE,"55 Cancri e",36,FALSE,0,847,177.691390728477,4664,89,FALSE,"1316","02","E",95,"S",5777.69139072848
"1245","1317_01","Mars",FALSE,"TRAPPIST-1e",25,FALSE,2508,0,23,0,67,FALSE,"1317","01","F",266,"P",2598
"1246","1322_01","Earth",TRUE,"TRAPPIST-1e",40,FALSE,0,0,0,0,0,TRUE,"1322","01","G",196,"P",0
"1247","1323_01","Earth",TRUE,"55 Cancri e",23,FALSE,0,0,0,0,0,TRUE,"1323","01","F",267,"P",0
"1248","1324_01","Earth",TRUE,"55 Cancri e",2,FALSE,0,0,0,0,0,FALSE,"1324","01","G",199,"S",0
"1249","1324_02","Earth",FALSE,"55 Cancri e",10,FALSE,0,0,0,0,0,FALSE,"1324","02","G",199,"S",0
"1250","1324_03","Earth",TRUE,"TRAPPIST-1e",43,FALSE,0,0,0,0,0,TRUE,"1324","03","G",199,"S",0
"1251","1325_01","Earth",TRUE,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,TRUE,"1325","01","E",97,"S",0
"1252","1325_02","Earth",FALSE,"TRAPPIST-1e",24,FALSE,70,160,340,0,336,FALSE,"1325","02","E",97,"S",906
"1253","1325_03","Earth",TRUE,"TRAPPIST-1e",42,FALSE,0,0,0,0,0,TRUE,"1325","03","E",97,"S",0
"1254","1326_01","Mars",FALSE,"TRAPPIST-1e",30,FALSE,1450,0,177.691390728477,0,1147,FALSE,"1326","01","F",257,"S",2774.69139072848
"1255","1326_02","Mars",FALSE,"TRAPPIST-1e",19,FALSE,1507,0,260,0,0,FALSE,"1326","02","F",257,"S",1767
"1256","1328_01","Earth",TRUE,"TRAPPIST-1e",26,FALSE,0,0,0,0,0,FALSE,"1328","01","G",198,"P",0
"1257","1330_01","Mars",FALSE,"TRAPPIST-1e",47,FALSE,405,0,193,458,0,FALSE,"1330","01","D",46,"S",1056
"1258","1330_02","Mars",FALSE,"TRAPPIST-1e",28,FALSE,120,8,1128,1,7,TRUE,"1330","02","D",46,"S",1264
"1259","1331_01","Earth",TRUE,"PSO J318.5-22",24,FALSE,0,0,0,0,0,TRUE,"1331","01","G",200,"S",0
"1260","1332_01","Earth",FALSE,"TRAPPIST-1e",29,FALSE,28,0,561,203,0,FALSE,"1332","01","E",98,"S",792
"1261","1333_01","Earth",FALSE,"PSO J318.5-22",32,FALSE,0,486,0,229,26,FALSE,"1333","01","F",269,"P",741
"1262","1335_01","Earth",TRUE,"TRAPPIST-1e",44,FALSE,0,0,0,0,0,FALSE,"1335","01","G",199,"P",0
"1263","1336_01","Earth",TRUE,"TRAPPIST-1e",17,FALSE,0,0,0,0,0,TRUE,"1336","01","G",201,"S",0
"1265","1340_01","Earth",TRUE,"TRAPPIST-1e",23,FALSE,0,0,0,0,0,FALSE,"1340","01","G",203,"S",0
"1266","1342_01","Earth",FALSE,"TRAPPIST-1e",34,FALSE,0,118,5,0,761,FALSE,"1342","01","G",200,"P",884
"1267","1345_01","Earth",FALSE,"TRAPPIST-1e",25,FALSE,1174,0,18,721,0,FALSE,"1345","01","F",260,"S",1913
"1268","1347_01","Unknown",FALSE,"TRAPPIST-1e",67,FALSE,0,761,0,1,0,TRUE,"1347","01","F",271,"P",762
"1269","1348_01","Europa",FALSE,"TRAPPIST-1e",22,FALSE,0,1531,0,369,2969,FALSE,"1348","01","B",57,"S",4869
"1271","1350_01","Earth",TRUE,"55 Cancri e",27,FALSE,0,0,0,0,0,TRUE,"1350","01","G",206,"S",0
"1272","1350_02","Earth",FALSE,"TRAPPIST-1e",14,FALSE,1489,2,126,460,72,FALSE,"1350","02","F",261,"S",2149
"1273","1350_03","Earth",FALSE,"PSO J318.5-22",42,FALSE,491,106,8,202,0,FALSE,"1350","03","G",206,"S",807
"1274","1350_04","Earth",TRUE,"PSO J318.5-22",19,FALSE,0,0,0,0,0,FALSE,"1350","04","G",206,"S",0
"1275","1351_01","Earth",FALSE,"TRAPPIST-1e",22,FALSE,0,0,0,0,0,FALSE,"1351","01","G",202,"P",0
"1276","1352_01","Mars",FALSE,"TRAPPIST-1e",31,FALSE,43,782,1,660,0,FALSE,"1352","01","F",272,"P",1486
"1277","1353_01","Mars",FALSE,"TRAPPIST-1e",10,FALSE,0,0,0,0,0,TRUE,"1353","01","F",262,"S",0
"1278","1353_02","Mars",FALSE,"TRAPPIST-1e",39,FALSE,1535,0,340,0,723,FALSE,"1353","02","F",262,"S",2598
"1279","1353_03","Mars",TRUE,"TRAPPIST-1e",41,FALSE,0,0,0,0,285.502841284525,TRUE,"1353","03","F",262,"S",285.502841284525
"1280","1353_04","Mars",FALSE,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,TRUE,"1353","04","F",262,"S",0
"1281","1355_01","Earth",TRUE,"PSO J318.5-22",22,FALSE,0,0,0,0,0,TRUE,"1355","01","G",203,"P",0
"1282","1356_01","Earth",FALSE,"TRAPPIST-1e",21,FALSE,0,39,0,310,539,FALSE,"1356","01","G",207,"S",888
"1283","1357_01","Mars",TRUE,"TRAPPIST-1e",40,FALSE,0,0,0,0,0,TRUE,"1357","01","D",48,"S",0
"1284","1360_01","Earth",FALSE,"TRAPPIST-1e",25,FALSE,0,997,0,0,0,TRUE,"1360","01","E",100,"S",997
"1285","1362_01","Earth",FALSE,"TRAPPIST-1e",23,FALSE,0,1268,0,119,2,FALSE,"1362","01","F",265,"S",1389
"1286","1365_01","Europa",FALSE,"55 Cancri e",33,FALSE,77,2381,0,3656,150,FALSE,"1365","01","B",58,"S",6264
"1287","1365_02","Europa",TRUE,"TRAPPIST-1e",20,FALSE,0,0,0,0,0,TRUE,"1365","02","B",58,"S",0
"1288","1366_01","Earth",TRUE,"55 Cancri e",40,FALSE,0,425.475178241352,0,0,0,TRUE,"1366","01","G",206,"P",425.475178241352
"1289","1368_01","Earth",TRUE,"TRAPPIST-1e",27,FALSE,0,0,0,0,0,FALSE,"1368","01","G",208,"P",0
"1290","1370_01","Earth",FALSE,"TRAPPIST-1e",21,FALSE,965,0,23,3,0,FALSE,"1370","01","E",102,"S",991
"1292","1375_01","Earth",FALSE,"TRAPPIST-1e",2,FALSE,0,0,0,0,0,FALSE,"1375","01","G",208,"S",0
"1293","1375_02","Earth",FALSE,"TRAPPIST-1e",19,FALSE,0,3,946,0,0,FALSE,"1375","02","F",267,"S",949
"1294","1376_01","Earth",TRUE,"TRAPPIST-1e",41,FALSE,0,0,0,0,0,FALSE,"1376","01","G",211,"P",0
"1295","1377_01","Europa",FALSE,"TRAPPIST-1e",43,FALSE,0,2801,537,42,144,TRUE,"1377","01","C",52,"P",3524
"1296","1378_01","Earth",FALSE,"TRAPPIST-1e",19,FALSE,245,41,550,296.987837123215,0,FALSE,"1378","01","G",212,"P",1132.98783712322
"1297","1378_02","Earth",FALSE,"TRAPPIST-1e",22,FALSE,926,0,0,0,78,TRUE,"1378","02","F",275,"P",1004
"1298","1379_01","Earth",FALSE,"TRAPPIST-1e",16,FALSE,0,30,0,769,4,FALSE,"1379","01","F",268,"S",803
"1299","1380_01","Europa",FALSE,"55 Cancri e",42,FALSE,0,21,0,2735,3604,FALSE,"1380","01","C",53,"S",6360
"1300","1381_01","Earth",TRUE,"PSO J318.5-22",20,FALSE,0,0,0,0,0,TRUE,"1381","01","G",209,"S",0
"1301","1382_01","Earth",FALSE,"Unknown",35,FALSE,0,1125,429,0,55,FALSE,"1382","01","E",104,"S",1609
"1302","1383_01","Europa",TRUE,"TRAPPIST-1e",53,FALSE,0,0,0,0,0,TRUE,"1383","01","D",49,"S",0
"1303","1384_01","Earth",FALSE,"TRAPPIST-1e",17,FALSE,21,0,690,260,5,FALSE,"1384","01","E",105,"S",976
"1304","1384_02","Earth",TRUE,"TRAPPIST-1e",6,FALSE,0,0,0,0,0,FALSE,"1384","02","G",210,"S",0
"1305","1384_03","Earth",FALSE,"TRAPPIST-1e",22,FALSE,0,442,0,0,368,TRUE,"1384","03","F",269,"S",810
"1306","1384_04","Earth",FALSE,"TRAPPIST-1e",41,FALSE,338,0,377,2,86,TRUE,"1384","04","F",269,"S",803
"1307","1384_05","Earth",FALSE,"Unknown",19,FALSE,189,510,0,0,0,TRUE,"1384","05","E",105,"S",699
"1308","1385_01","Unknown",FALSE,"TRAPPIST-1e",39,FALSE,705,3,0,0,0,FALSE,"1385","01","G",213,"P",708
"1309","1386_01","Earth",TRUE,"TRAPPIST-1e",23,FALSE,0,0,0,0,0,TRUE,"1386","01","G",214,"P",0
"1310","1387_01","Mars",FALSE,"TRAPPIST-1e",31,FALSE,1088,0,280,0,0,FALSE,"1387","01","E",85,"P",1368
"1311","1389_01","Earth",TRUE,"55 Cancri e",38,FALSE,0,0,0,0,0,TRUE,"1389","01","G",212,"S",0
"1312","1390_01","Earth",TRUE,"PSO J318.5-22",1,FALSE,0,0,177.691390728477,0,0,TRUE,"1390","01","G",215,"P",177.691390728477
"1313","1391_01","Mars",TRUE,"TRAPPIST-1e",13,FALSE,0,0,0,0,0,TRUE,"1391","01","F",276,"P",0
"1314","1391_02","Mars",FALSE,"TRAPPIST-1e",21,FALSE,1072,79,46,16,0,FALSE,"1391","02","F",276,"P",1213
"1315","1391_03","Mars",FALSE,"Unknown",44,FALSE,485,2,210,0,351,FALSE,"1391","03","F",276,"P",1048
"1316","1393_01","Mars",FALSE,"TRAPPIST-1e",36,FALSE,42,0,212,151,1853,FALSE,"1393","01","F",270,"S",2258
"1317","1393_02","Mars",FALSE,"TRAPPIST-1e",19,FALSE,2058,0,224,298,19,FALSE,"1393","02","F",270,"S",2599
"1318","1395_01","Earth",FALSE,"TRAPPIST-1e",7,FALSE,0,0,0,0,0,TRUE,"1395","01","G",214,"S",0
"1319","1397_01","Earth",FALSE,"TRAPPIST-1e",39,FALSE,386,190,0,489,0,FALSE,"1397","01","F",271,"S",1065
"1320","1398_01","Earth",FALSE,"TRAPPIST-1e",28,FALSE,0,508,334,0,46,TRUE,"1398","01","G",216,"P",888
"1321","1399_01","Earth",FALSE,"TRAPPIST-1e",28,FALSE,0,0,529,560,60,FALSE,"1399","01","F",272,"S",1149
"1322","1400_01","Earth",TRUE,"55 Cancri e",14,FALSE,0,0,0,0,0,TRUE,"1400","01","G",217,"P",0
"1324","1402_01","Earth",TRUE,"PSO J318.5-22",23,FALSE,0,0,0,0,0,TRUE,"1402","01","G",215,"S",0
"1325","1402_02","Earth",TRUE,"55 Cancri e",33,FALSE,0,0,177.691390728477,0,0,TRUE,"1402","02","G",215,"S",177.691390728477
"1326","1403_01","Earth",FALSE,"TRAPPIST-1e",18,FALSE,1656,0,0,296.987837123215,0,FALSE,"1403","01","E",86,"P",1952.98783712322
"1327","1404_01","Europa",FALSE,"TRAPPIST-1e",47,FALSE,1,734,28,78,3471,FALSE,"1404","01","B",60,"S",4312
"1329","1406_01","Mars",FALSE,"TRAPPIST-1e",17,FALSE,36,0,1013,0,0,FALSE,"1406","01","E",106,"S",1049
"1330","1407_01","Earth",FALSE,"TRAPPIST-1e",21,FALSE,737,4,27,8,0,FALSE,"1407","01","F",278,"P",776
"1331","1407_02","Earth",FALSE,"PSO J318.5-22",17,FALSE,8,222,3,401,0,TRUE,"1407","02","F",278,"P",634
"1332","1408_01","Earth",FALSE,"PSO J318.5-22",26,FALSE,4,770,0,0,0,FALSE,"1408","01","G",216,"S",774
"1333","1410_01","Earth",FALSE,"TRAPPIST-1e",23,FALSE,0,567,896,0,122,FALSE,"1410","01","F",279,"P",1585
"1334","1412_01","Earth",FALSE,"55 Cancri e",15,FALSE,0,0,177.691390728477,0,832,FALSE,"1412","01","G",217,"S",1009.69139072848
"1335","1413_01","Earth",TRUE,"PSO J318.5-22",18,FALSE,0,0,0,0,0,FALSE,"1413","01","G",218,"S",0
"1336","1414_01","Earth",FALSE,"TRAPPIST-1e",65,FALSE,259,0,0,0,1916,FALSE,"1414","01","F",280,"P",2175
"1337","1415_01","Europa",FALSE,"55 Cancri e",33,FALSE,13,425.475178241352,2011,17,32,TRUE,"1415","01","D",45,"P",2498.47517824135
"1338","1416_01","Earth",TRUE,"TRAPPIST-1e",27,FALSE,0,0,0,0,0,FALSE,"1416","01","G",219,"P",0
"1339","1417_01","Europa",FALSE,"TRAPPIST-1e",41,FALSE,0,184,0,1520,3358,FALSE,"1417","01","C",54,"S",5062
"1340","1419_01","Mars",FALSE,"TRAPPIST-1e",42,FALSE,1381,0,1243,0,0,FALSE,"1419","01","F",273,"S",2624
"1342","1421_01","Mars",FALSE,"TRAPPIST-1e",37,FALSE,328,6153,177.691390728477,26,820,FALSE,"1421","01","F",274,"S",7504.69139072848
"1343","1421_02","Mars",FALSE,"55 Cancri e",17,FALSE,891,0,243,0,5,FALSE,"1421","02","F",274,"S",1139
"1344","1423_01","Europa",TRUE,"TRAPPIST-1e",24,FALSE,0,0,0,0,0,TRUE,"1423","01","B",61,"S",0
"1345","1423_02","Europa",TRUE,"TRAPPIST-1e",39,FALSE,0,0,0,0,0,TRUE,"1423","02","B",61,"S",0
"1346","1423_03","Europa",TRUE,"55 Cancri e",59,FALSE,0,0,0,0,0,TRUE,"1423","03","B",61,"S",0
"1347","1424_01","Europa",TRUE,"TRAPPIST-1e",32,FALSE,0,0,0,0,0,TRUE,"1424","01","B",47,"P",0
"1348","1424_02","Europa",FALSE,"55 Cancri e",29,FALSE,2988,2147,0,0,1779,FALSE,"1424","02","B",47,"P",6914
"1349","1424_03","Europa",FALSE,"TRAPPIST-1e",8,FALSE,0,0,0,0,0,TRUE,"1424","03","B",47,"P",0
"1350","1424_04","Europa",FALSE,"55 Cancri e",28,FALSE,0,4380,0,692,0,TRUE,"1424","04","B",47,"P",5072
"1351","1424_05","Europa",TRUE,"TRAPPIST-1e",35,FALSE,0,0,0,0,0,TRUE,"1424","05","B",47,"P",0
"1352","1425_01","Earth",FALSE,"TRAPPIST-1e",24,FALSE,711,0,0,59,57,FALSE,"1425","01","F",282,"P",827
"1353","1425_02","Earth",TRUE,"TRAPPIST-1e",1,FALSE,0,0,0,0,0,TRUE,"1425","02","G",220,"P",0
"1354","1425_03","Earth",TRUE,"TRAPPIST-1e",4,FALSE,0,0,0,0,0,TRUE,"1425","03","G",220,"P",0
"1355","1426_01","Europa",TRUE,"55 Cancri e",28,FALSE,0,0,0,0,0,TRUE,"1426","01","D",46,"P",0
"1356","1427_01","Mars",TRUE,"Unknown",46,FALSE,0,0,177.691390728477,0,0,TRUE,"1427","01","F",275,"S",177.691390728477
"1357","1427_02","Mars",FALSE,"TRAPPIST-1e",67,FALSE,443,0,1721,250,2,FALSE,"1427","02","F",275,"S",2416
"1358","1428_01","Earth",FALSE,"TRAPPIST-1e",44,FALSE,0,200,128,460,0,FALSE,"1428","01","E",109,"S",788
"1359","1430_01","Earth",FALSE,"TRAPPIST-1e",14,FALSE,360,0,2116,1,8,FALSE,"1430","01","F",283,"P",2485
"1360","1431_01","Earth",FALSE,"TRAPPIST-1e",23,FALSE,0,0,4,0,965,TRUE,"1431","01","G",221,"P",969
"1361","1433_01","Earth",TRUE,"TRAPPIST-1e",51,FALSE,0,0,0,0,0,FALSE,"1433","01","G",219,"S",0
"1362","1434_01","Earth",FALSE,"TRAPPIST-1e",20,FALSE,0,258,331,133,285.502841284525,FALSE,"1434","01","G",222,"P",1007.50284128452
"1364","1434_03","Earth",TRUE,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,FALSE,"1434","03","G",222,"P",0
"1365","1435_01","Earth",FALSE,"Unknown",23,FALSE,0,20,26,0,659,FALSE,"1435","01","G",223,"P",705
"1366","1438_01","Earth",FALSE,"TRAPPIST-1e",24,FALSE,181,224,0,195,191,FALSE,"1438","01","E",89,"P",791
"1367","1439_01","Mars",FALSE,"TRAPPIST-1e",41,FALSE,112,186,228,760,0,FALSE,"1439","01","F",279,"S",1286
"1368","1439_02","Mars",FALSE,"TRAPPIST-1e",30,FALSE,806,100,9,296.987837123215,47,FALSE,"1439","02","D",52,"S",1258.98783712322
"1369","1440_01","Earth",FALSE,"TRAPPIST-1e",27,FALSE,0,1826,39,11,649,FALSE,"1440","01","F",280,"S",2525
"1370","1442_01","Earth",TRUE,"PSO J318.5-22",13,FALSE,0,0,0,0,0,TRUE,"1442","01","G",220,"S",0
"1371","1443_01","Earth",TRUE,"TRAPPIST-1e",16,FALSE,0,0,0,0,0,TRUE,"1443","01","G",225,"P",0
"1372","1444_01","Europa",FALSE,"TRAPPIST-1e",30,FALSE,50,1248,0,1,912,TRUE,"1444","01","C",55,"S",2211
"1373","1445_01","Earth",FALSE,"PSO J318.5-22",8,FALSE,0,0,0,0,0,TRUE,"1445","01","G",221,"S",0
"1374","1447_01","Earth",FALSE,"TRAPPIST-1e",59,FALSE,0,0,0,0,755,FALSE,"1447","01","G",227,"P",755
"1375","1450_01","Europa",TRUE,"55 Cancri e",43,FALSE,0,0,0,0,0,TRUE,"1450","01","D",53,"S",0
"1376","1450_02","Europa",FALSE,"55 Cancri e",30,FALSE,0,138,0,5467,112,FALSE,"1450","02","D",53,"S",5717
"1377","1451_01","Europa",FALSE,"55 Cancri e",46,FALSE,202,484,0,3208,2485,FALSE,"1451","01","C",56,"S",6379
"1378","1451_02","Europa",TRUE,"TRAPPIST-1e",39,FALSE,0,0,0,0,0,TRUE,"1451","02","C",56,"S",0
"1379","1452_01","Europa",FALSE,"TRAPPIST-1e",21,FALSE,5,251,10,26,3384,FALSE,"1452","01","C",53,"P",3676
"1381","1452_03","Europa",FALSE,"55 Cancri e",34,FALSE,0,1646,0,51,1462,FALSE,"1452","03","C",53,"P",3159
"1382","1452_04","Europa",FALSE,"TRAPPIST-1e",33,FALSE,0,774,0,6255,6,FALSE,"1452","04","C",53,"P",7035
"1383","1452_05","Europa",TRUE,"55 Cancri e",44,FALSE,0,0,0,0,0,TRUE,"1452","05","C",53,"P",0
"1385","1453_02","Earth",FALSE,"TRAPPIST-1e",63,FALSE,3,801,0,0,5,TRUE,"1453","02","G",229,"P",809
"1386","1454_01","Europa",FALSE,"TRAPPIST-1e",37,FALSE,0,13561,15,4060,72,FALSE,"1454","01","D",54,"S",17708
"1387","1455_01","Europa",TRUE,"55 Cancri e",29,FALSE,0,0,0,0,0,TRUE,"1455","01","B",62,"S",0
"1388","1455_02","Europa",FALSE,"TRAPPIST-1e",29,FALSE,0,2509,0,16,698,TRUE,"1455","02","B",62,"S",3223
"1389","1455_03","Europa",TRUE,"55 Cancri e",22,FALSE,0,0,0,0,0,TRUE,"1455","03","B",62,"S",0
"1390","1455_04","Europa",FALSE,"TRAPPIST-1e",26,FALSE,0,533,2119,10,504,TRUE,"1455","04","B",62,"S",3166
"1391","1455_05","Europa",FALSE,"55 Cancri e",76,FALSE,0,2732,422,16594,330,FALSE,"1455","05","B",62,"S",20078
"1392","1457_01","Earth",FALSE,"TRAPPIST-1e",61,FALSE,0,368,3,4422,0,FALSE,"1457","01","E",110,"S",4793
"1393","1458_01","Unknown",FALSE,"TRAPPIST-1e",46,FALSE,0,0,2020,323,0,FALSE,"1458","01","G",223,"S",2343
"1394","1460_01","Earth",FALSE,"Unknown",19,FALSE,219.598890210067,905,387,0,0,TRUE,"1460","01","F",285,"P",1511.59889021007
"1395","1460_02","Earth",TRUE,"PSO J318.5-22",13,FALSE,0,0,0,0,0,TRUE,"1460","02","G",230,"P",0
"1397","1462_01","Earth",TRUE,"TRAPPIST-1e",30,FALSE,0,0,0,0,0,TRUE,"1462","01","G",231,"P",0
"1398","1463_01","Earth",FALSE,"PSO J318.5-22",23,FALSE,200,414,73,1,1,FALSE,"1463","01","F",282,"S",689
"1399","1465_01","Earth",FALSE,"PSO J318.5-22",63,FALSE,356,287,0,0,248,FALSE,"1465","01","G",233,"P",891
"1400","1467_01","Unknown",FALSE,"TRAPPIST-1e",21,FALSE,894,1,0,61,26,FALSE,"1467","01","E",111,"S",982
"1401","1474_01","Mars",TRUE,"TRAPPIST-1e",32,FALSE,0,0,0,296.987837123215,0,TRUE,"1474","01","F",287,"P",296.987837123215
"1402","1478_01","Earth",FALSE,"TRAPPIST-1e",33,FALSE,0,0,0,417,2372,FALSE,"1478","01","F",289,"P",2789
"1403","1478_02","Earth",FALSE,"PSO J318.5-22",39,FALSE,219.598890210067,19,733,0,701,FALSE,"1478","02","F",289,"P",1672.59889021007
"1404","1479_01","Mars",TRUE,"TRAPPIST-1e",49,FALSE,0,0,0,0,0,TRUE,"1479","01","F",290,"P",0
"1405","1481_01","Mars",FALSE,"TRAPPIST-1e",27,FALSE,555,0,744,0,0,FALSE,"1481","01","E",91,"P",1299
"1407","1485_01","Mars",TRUE,"TRAPPIST-1e",38,FALSE,0,0,0,0,0,TRUE,"1485","01","F",291,"P",0
"1408","1488_01","Mars",TRUE,"TRAPPIST-1e",42,FALSE,0,0,0,0,285.502841284525,TRUE,"1488","01","E",94,"P",285.502841284525
"1409","1489_01","Earth",FALSE,"TRAPPIST-1e",19,FALSE,73,0,0,813,2,FALSE,"1489","01","G",229,"S",888
"1410","1490_01","Europa",FALSE,"55 Cancri e",26,FALSE,0,304,0,3998,285.502841284525,FALSE,"1490","01","D",47,"P",4587.50284128452
"1411","1491_01","Earth",FALSE,"55 Cancri e",32,FALSE,0,0,0,817,8,TRUE,"1491","01","G",240,"P",825
"1412","1491_02","Earth",FALSE,"TRAPPIST-1e",56,FALSE,0,51,0,2,706,FALSE,"1491","02","F",292,"P",759
"1413","1491_03","Earth",FALSE,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,TRUE,"1491","03","G",240,"P",0
"1414","1493_01","Earth",FALSE,"TRAPPIST-1e",38,FALSE,35,0,0,0,713,FALSE,"1493","01","F",285,"S",748
"1415","1498_01","Earth",FALSE,"TRAPPIST-1e",30,FALSE,0,495,177.691390728477,0,153,FALSE,"1498","01","F",295,"P",825.691390728477
"1416","1499_01","Earth",FALSE,"TRAPPIST-1e",21,FALSE,5,0,0,2,1061,FALSE,"1499","01","F",287,"S",1068
"1417","1500_01","Earth",FALSE,"TRAPPIST-1e",11,FALSE,0,0,0,0,0,FALSE,"1500","01","G",230,"S",0
"1418","1500_02","Earth",FALSE,"TRAPPIST-1e",3,FALSE,0,0,0,0,0,FALSE,"1500","02","G",230,"S",0
"1419","1500_03","Earth",FALSE,"55 Cancri e",17,FALSE,0,55,913,0,55,TRUE,"1500","03","G",230,"S",1023
"1421","1500_05","Earth",FALSE,"55 Cancri e",17,FALSE,319,184,0,0,376,FALSE,"1500","05","F",288,"S",879
"1422","1500_06","Earth",TRUE,"TRAPPIST-1e",0,FALSE,0,0,0,0,0,TRUE,"1500","06","G",230,"S",0
"1423","1500_07","Earth",TRUE,"TRAPPIST-1e",46,FALSE,0,0,0,0,0,TRUE,"1500","07","G",230,"S",0
"1424","1501_01","Earth",FALSE,"TRAPPIST-1e",63,FALSE,0,216,0,594,0,FALSE,"1501","01","G",243,"P",810
"1425","1503_01","Mars",FALSE,"TRAPPIST-1e",35,FALSE,1890,0,497,1,0,FALSE,"1503","01","D",48,"P",2388
"1426","1503_02","Mars",FALSE,"TRAPPIST-1e",61,FALSE,1114,0,68,0,0,FALSE,"1503","02","D",48,"P",1182
"1427","1506_01","Earth",FALSE,"Unknown",19,FALSE,0,24,615,9,0,TRUE,"1506","01","F",298,"P",648
"1428","1507_01","Earth",FALSE,"TRAPPIST-1e",43,FALSE,0,0,1217,2,0,TRUE,"1507","01","F",289,"S",1219
"1429","1507_02","Earth",FALSE,"TRAPPIST-1e",14,FALSE,1,1,683,419,0,FALSE,"1507","02","F",289,"S",1104
"1430","1507_03","Earth",FALSE,"TRAPPIST-1e",78,FALSE,0,0,0,441,4,FALSE,"1507","03","G",231,"S",445
"1431","1507_04","Earth",FALSE,"TRAPPIST-1e",21,FALSE,398,490,0,296.987837123215,0,FALSE,"1507","04","F",289,"S",1184.98783712322
"1433","1510_01","Mars",FALSE,"TRAPPIST-1e",31,FALSE,1226,0,1,0,0,FALSE,"1510","01","F",291,"S",1227
